context_relevance,answer_relevance,faithfulness
0.5153811677440601,0.5982630193011833,0.9152850417161377
0.41152650967143883,0.4707874012598384,0.8456531082465024
0.5654515150382327,0.55577259700041,0.8938496556214433
0.41126105261446677,0.4658278755947904,0.8407835090462537
0.4399232194593652,0.3955271800542802,0.8160943903375913
0.42422663280871714,0.5306701607089235,0.9420342351170112
0.18915258142014318,0.2689519497679085,0.8543377855623647
0.4037659864317657,0.4614510834025853,0.8669831666078783
0.1246790338861655,0.30675393036217874,0.9285670426018419
0.3337777593241197,0.438513632203914,0.8188183821812315
0.3672100566859469,0.545203387673904,0.8783707530876305
0.3582870779741444,0.29284973405109055,0.8416251456021507
0.45348788057075656,0.5501770918187857,0.8779106575621182
0.30655670117032,0.1581437462422475,0.9118360189806999
0.38850688703149927,0.45729776505088393,0.8995610921764245
0.21547547406319242,0.1457179261011192,0.8995610921764245
0.22387920021649022,0.3871435455366319,0.8628038595944281
0.26734894813725096,0.4022446714045933,0.8797623283818382
0.4391884439861727,0.5722676799450573,0.8297405654509782
0.4207607597213279,0.4961851485335287,0.8844085774439239
0.5572737629195499,0.41982447681219226,0.9096186612254366
0.5392318258238271,0.5952418387016649,0.8770620139153845
0.340023255593905,0.21961420373732174,0.8803120763485517
0.3708240754029488,0.3831436228074306,0.8458484051010251
0.31774195712776365,0.29957565365669403,0.7938401619682146
0.4839464894341615,0.5307885671697272,0.8756982522475996
0.314853537203709,0.46262943282029995,0.8826156170321507
0.3161230987363427,0.5117507525767369,0.8650645446736095
0.467431390103486,0.5026199470933862,0.8885079466963439
0.28613724582654954,0.38900663398159446,0.8269834435734273
0.4596798530708458,0.40995430536395794,0.903286090401038
0.4887004207378432,0.3635476411911528,0.807262103070378
0.42601906853518584,0.25880381311104006,0.7595252628101904
0.24416531486768647,0.19169702934256647,0.8726633699888815
0.40660546258416297,0.2716133295093479,0.8630695771140175
0.5769496979238931,0.7551188393421222,0.865896625555949
0.5359380894885947,0.5160653847148406,0.92665801631502
0.4483082176030192,0.5293381827202154,0.9183346488632953
0.39946644311939455,0.6651961736916663,0.8360891756902151
0.4605042819446744,0.46875920423002576,0.8736109646220447
0.406877751594594,0.20715468914778296,0.9097344676757346
0.38117334461508545,0.2347203655087349,0.8640834006685533
0.4914250429550531,0.5192192740970529,0.8642518433930041
0.5635648599110304,0.7113192010319497,0.9081879763383474
0.5325116759355637,0.5056216666204191,0.8997288792597903
0.47758752750310307,0.3901418044976515,0.9064761309575166
0.29555271164849406,0.19558413131156135,0.8877828032407022
0.2622676092959311,-0.025695461522878226,0.9155334688384795
0.24402971714134575,0.23957386373318287,0.8864076048901964
0.5688215616087662,0.6526520783009023,0.8761640699508227
0.37942774369643184,0.2881283478687275,0.8009298959747709
0.26168588734247644,0.19908490577930782,0.865896633549133
0.22432604926624905,0.12296753998812857,0.8978301792960818
0.4947188090802138,0.49817117539596084,0.8732870503275332
0.3258139771137076,0.49996074533946816,0.9299482014167656
0.4558511329790239,0.38061996202245524,0.8728359178542108
0.18977920880101662,0.3214843837060851,0.8115800537967361
0.2923108543914098,0.20879825740870628,0.8734161094952346
0.4053277750013639,0.4687465959849338,0.9071403595773853
0.16968308493024903,0.5472738688100982,0.9040386471989618
0.4641152270485539,0.37698417525008626,0.8062267222844125
0.35502573589902664,0.3418789079499927,0.8911352068479254
0.3613179010384048,0.5431263767634418,0.907804945904344
0.5030574032509615,0.2848290942336739,0.8883578688477446
0.47765620498974026,0.41667121232117244,0.8348948177589601
0.3669803323093594,0.34518271339463896,0.8408155167439936
0.5389334785071958,0.6422739730353507,0.943317701920125
0.31702817588486687,0.3068489767442487,0.8381095348297409
0.5057590385023687,0.6216322121445788,0.943317701920125
0.5587208844262485,0.5043637702096583,0.8930670529704221
0.4751042432435143,0.581015734883396,0.9144384769548585
0.4274129109556683,0.31867015043115743,0.9144384769548585
0.3978817111896312,0.28332179501452986,0.826496999730695
0.5034811263623038,0.6211894462687463,0.8466813662402455
0.555729730297953,0.5384127398040207,0.8100905337386943
0.5088943149737677,0.28293764700926743,0.8230359962554853
0.49390049082858856,0.29524665775691455,0.8879826576126356
0.2822662702262433,0.41958325681719844,0.8778691131226489
0.29859320054623445,0.47725224017681844,0.909764876804756
0.290844552066461,0.45478782141945495,0.8690426262735631
